Pango lineage,,,,,,,,,,,,,,,,,,,
taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note,pango_lineage_unaliased,sample,method,depth
Consensus_UT-UPHL-250328616516_seqkit_500_threshold_0.6_quality_20,LP.8.1,0,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 1; Oth alleles 7,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: LP.8.1(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250328616516,seqkit,500
Consensus_UT-UPHL-250328616516_seqkit_50_threshold_0.6_quality_20,LP.8.1,0,,Omicron (BA.2-like),0.71,0.02,scorpio call: Alt alleles 44; Ref alleles 1; Amb alleles 15; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.25,Usher placements: LP.8.1(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250328616516,seqkit,50
Consensus_UT-UPHL-250328617723_bbnorm_10000_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,10000
Consensus_UT-UPHL-250328617723_bbnorm_1000_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,1000
Consensus_UT-UPHL-250328617723_bbnorm_100_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,100
Consensus_UT-UPHL-250328617723_bbnorm_10_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.81,0.02,scorpio call: Alt alleles 50; Ref alleles 1; Amb alleles 6; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.1,Usher placements: XEC.11.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.11.1,XEC.11.1,UT-UPHL-250328617723,bbnorm,10
Consensus_UT-UPHL-250328617723_bbnorm_200_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,200
Consensus_UT-UPHL-250328617723_bbnorm_300_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,300
Consensus_UT-UPHL-250328617723_bbnorm_30_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,30
Consensus_UT-UPHL-250328617723_bbnorm_400_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,400
Consensus_UT-UPHL-250328617723_bbnorm_5000_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,5000
Consensus_UT-UPHL-250328617723_bbnorm_500_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,500
Consensus_UT-UPHL-250328617723_bbnorm_50_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,bbnorm,50
Consensus_UT-UPHL-250328617723_raw_all_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,raw,all
Consensus_UT-UPHL-250328617723_seqkit_10000_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,seqkit,10000
Consensus_UT-UPHL-250328617723_seqkit_1000_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,seqkit,1000
Consensus_UT-UPHL-250328617723_seqkit_100_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 4; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: XEC.11.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.11.1,XEC.11.1,UT-UPHL-250328617723,seqkit,100
Consensus_UT-UPHL-250328617723_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.65,,Unassigned,UT-UPHL-250328617723,seqkit,10
Consensus_UT-UPHL-250328617723_seqkit_200_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.89,0.02,scorpio call: Alt alleles 55; Ref alleles 1; Amb alleles 1; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.11.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.11.1,XEC.11.1,UT-UPHL-250328617723,seqkit,200
Consensus_UT-UPHL-250328617723_seqkit_300_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.11.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.11.1,XEC.11.1,UT-UPHL-250328617723,seqkit,300
Consensus_UT-UPHL-250328617723_seqkit_30_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.76,0.02,scorpio call: Alt alleles 47; Ref alleles 1; Amb alleles 11; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.18,Usher placements: XEC.11.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.11.1,XEC.11.1,UT-UPHL-250328617723,seqkit,30
Consensus_UT-UPHL-250328617723_seqkit_400_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,seqkit,400
Consensus_UT-UPHL-250328617723_seqkit_5000_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,seqkit,5000
Consensus_UT-UPHL-250328617723_seqkit_500_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PANGO-v1.34,4.3.1,0.3.19,v0.1.12,TRUE,pass,Ambiguous_content:0.02,Assigned from designation hash.,XEC.11.1,UT-UPHL-250328617723,seqkit,500
Consensus_UT-UPHL-250328617723_seqkit_50_threshold_0.6_quality_20,XEC.11.1,0,,Omicron (BA.2-like),0.81,0.02,scorpio call: Alt alleles 50; Ref alleles 1; Amb alleles 6; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: XEC.11.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.11.1,XEC.11.1,UT-UPHL-250328617723,seqkit,50
Consensus_UT-UPHL-250328618293_bbnorm_10000_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.89,0.03,scorpio call: Alt alleles 55; Ref alleles 2; Amb alleles 2; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,10000
Consensus_UT-UPHL-250328618293_bbnorm_1000_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,1000
Consensus_UT-UPHL-250328618293_bbnorm_100_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,100
Consensus_UT-UPHL-250328618293_bbnorm_10_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,10
Consensus_UT-UPHL-250328618293_bbnorm_200_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,200
Consensus_UT-UPHL-250328618293_bbnorm_300_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,300
Consensus_UT-UPHL-250328618293_bbnorm_30_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,30
Consensus_UT-UPHL-250328618293_bbnorm_400_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,400
Consensus_UT-UPHL-250328618293_bbnorm_5000_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.9,0.03,scorpio call: Alt alleles 56; Ref alleles 2; Amb alleles 1; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,5000
Consensus_UT-UPHL-250328618293_bbnorm_500_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,500
Consensus_UT-UPHL-250328618293_bbnorm_50_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,bbnorm,50
Consensus_UT-UPHL-250328618293_raw_all_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.89,0.03,scorpio call: Alt alleles 55; Ref alleles 2; Amb alleles 2; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,raw,all
Consensus_UT-UPHL-250328618293_seqkit_10000_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.89,0.03,scorpio call: Alt alleles 55; Ref alleles 2; Amb alleles 2; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,seqkit,10000
Consensus_UT-UPHL-250328618293_seqkit_1000_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.9,0.03,scorpio call: Alt alleles 56; Ref alleles 2; Amb alleles 1; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,seqkit,1000
Consensus_UT-UPHL-250328618293_seqkit_100_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.79,0.03,scorpio call: Alt alleles 49; Ref alleles 2; Amb alleles 8; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.14,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,seqkit,100
Consensus_UT-UPHL-250328618293_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.67,,Unassigned,UT-UPHL-250328618293,seqkit,10
Consensus_UT-UPHL-250328618293_seqkit_200_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.85,0.03,scorpio call: Alt alleles 53; Ref alleles 2; Amb alleles 4; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.11,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,seqkit,200
Consensus_UT-UPHL-250328618293_seqkit_300_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.87,0.03,scorpio call: Alt alleles 54; Ref alleles 2; Amb alleles 3; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,seqkit,300
Consensus_UT-UPHL-250328618293_seqkit_30_threshold_0.6_quality_20,Unassigned,,,Probable Omicron (Unassigned),0.56,0,scorpio call: Alt alleles 18; Ref alleles 0; Amb alleles 13; Oth alleles 1,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.31,,Unassigned,UT-UPHL-250328618293,seqkit,30
Consensus_UT-UPHL-250328618293_seqkit_400_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.89,0.03,scorpio call: Alt alleles 55; Ref alleles 2; Amb alleles 2; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,seqkit,400
Consensus_UT-UPHL-250328618293_seqkit_5000_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.89,0.03,scorpio call: Alt alleles 55; Ref alleles 2; Amb alleles 2; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,seqkit,5000
Consensus_UT-UPHL-250328618293_seqkit_500_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.89,0.03,scorpio call: Alt alleles 55; Ref alleles 2; Amb alleles 2; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,seqkit,500
Consensus_UT-UPHL-250328618293_seqkit_50_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.68,0.02,scorpio call: Alt alleles 42; Ref alleles 1; Amb alleles 18; Oth alleles 1,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.23,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250328618293,seqkit,50
Consensus_UT-UPHL-250328632595_bbnorm_10000_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 4; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,10000
Consensus_UT-UPHL-250328632595_bbnorm_1000_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,1000
Consensus_UT-UPHL-250328632595_bbnorm_100_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,100
Consensus_UT-UPHL-250328632595_bbnorm_10_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.89,0.02,scorpio call: Alt alleles 55; Ref alleles 1; Amb alleles 2; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,10
Consensus_UT-UPHL-250328632595_bbnorm_200_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,200
Consensus_UT-UPHL-250328632595_bbnorm_300_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,300
Consensus_UT-UPHL-250328632595_bbnorm_30_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,30
Consensus_UT-UPHL-250328632595_bbnorm_400_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,400
Consensus_UT-UPHL-250328632595_bbnorm_5000_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 4; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,5000
Consensus_UT-UPHL-250328632595_bbnorm_500_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,500
Consensus_UT-UPHL-250328632595_bbnorm_50_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,bbnorm,50
Consensus_UT-UPHL-250328632595_raw_all_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,raw,all
Consensus_UT-UPHL-250328632595_seqkit_10000_threshold_0.6_quality_20,LP.8.1.4,0.6666666666666666,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 4; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: LP.8.1(2/3) LP.8.1.4(1/3),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.4,UT-UPHL-250328632595,seqkit,10000
